id,question,GT_Value,GT_Ref,GT_Explanation,answer_unit,ensemble-top3-majority_Value,ensemble-top3-majority_Ref,ensemble-top3-majority_ValCorrect,ensemble-top3-majority_RefScore,ensemble-top3-majority_NACorrect,mistral7b-bench_Value,mistral7b-bench_Ref,mistral7b-bench_ValCorrect,mistral7b-bench_RefScore,mistral7b-bench_NACorrect,mixtral-8x22b-bench_Value,mixtral-8x22b-bench_Ref,mixtral-8x22b-bench_ValCorrect,mixtral-8x22b-bench_RefScore,mixtral-8x22b-bench_NACorrect,mixtral-8x7b-bench_Value,mixtral-8x7b-bench_Ref,mixtral-8x7b-bench_ValCorrect,mixtral-8x7b-bench_RefScore,mixtral-8x7b-bench_NACorrect,olmoe-1b7b-bench_Value,olmoe-1b7b-bench_Ref,olmoe-1b7b-bench_ValCorrect,olmoe-1b7b-bench_RefScore,olmoe-1b7b-bench_NACorrect,phi3-mini-bench_Value,phi3-mini-bench_Ref,phi3-mini-bench_ValCorrect,phi3-mini-bench_RefScore,phi3-mini-bench_NACorrect,qwen14b-bench_Value,qwen14b-bench_Ref,qwen14b-bench_ValCorrect,qwen14b-bench_RefScore,qwen14b-bench_NACorrect,qwen3-30b-a3b-bench_Value,qwen3-30b-a3b-bench_Ref,qwen3-30b-a3b-bench_ValCorrect,qwen3-30b-a3b-bench_RefScore,qwen3-30b-a3b-bench_NACorrect,qwen32b-bench_Value,qwen32b-bench_Ref,qwen32b-bench_ValCorrect,qwen32b-bench_RefScore,qwen32b-bench_NACorrect,qwen3b-bench_Value,qwen3b-bench_Ref,qwen3b-bench_ValCorrect,qwen3b-bench_RefScore,qwen3b-bench_NACorrect,qwen72b-bench_Value,qwen72b-bench_Ref,qwen72b-bench_ValCorrect,qwen72b-bench_RefScore,qwen72b-bench_NACorrect,qwen7b-bench_Value,qwen7b-bench_Ref,qwen7b-bench_ValCorrect,qwen7b-bench_RefScore,qwen7b-bench_NACorrect
q155,Which metric was introduced to assess the ratio of computation to communication time when scaling distributed training across continents?,Granularity,['erben2023'],Quote,is_blank,granularity metric,"[""erben2023""]",False,1.0,True,1,"[""erben2023""]",False,1.0,True,The granularity metric,"[""erben2023""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,1,"[""erben2023""]",False,1.0,True,granularity,"[""erben2023""]",True,1.0,True,granularity metric,"[""erben2023""]",False,1.0,True,granularity metric,"[""erben2023""]",False,1.0,True,,[],False,0.0,True,granularity metric,"[""erben2023""]",False,1.0,True,granularity,"[""erben2023""]",True,1.0,True
q156,"According to a coalition of Microsoft employees, a single deal with Exxon Mobil to expand oil production could add up to how many times more carbon emissions than the company's yearly carbon removal targets?",6.4,['luccioni2025a'],Quote,times,640,"[""luccioni2025a""]",False,1.0,True,640,"[""luccioni2025a""]",False,1.0,True,640,"[""luccioni2025a""]",False,1.0,True,is_blank,"[""luccioni2025a""]",False,1.0,True,,[],False,0.0,True,640,"[""luccioni2025a"", ""luccioni2025b""]",False,0.5,True,640,"[""luccioni2025a""]",False,1.0,True,640,"[""luccioni2025a"", ""luccioni2025b""]",False,0.5,True,640,"[""luccioni2025a""]",False,1.0,True,640,"[""luccioni2025a""]",False,1.0,True,640,"[""luccioni2025a""]",False,1.0,True,640,"[""luccioni2025a"", ""luccioni2025b""]",False,0.5,True
q157,"What is the term for freshwater taken from ground or surface sources, either temporarily or permanently, for various uses?",Water withdrawal,['li2025b'],Quote,is_blank,Water withdrawal,"[""li2025b""]",True,1.0,True,is_blank,"[""li2025b""]",False,1.0,True,Water withdrawal,"[""li2025b""]",True,1.0,True,Water withdrawal,"[""li2025b""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,Water withdrawal,"[""li2025b""]",True,1.0,True,Water withdrawal,"[""li2025b""]",True,1.0,True,Water withdrawal,"[""li2025b""]",True,1.0,True,is_blank,"[""li2025b""]",False,1.0,True,Water withdrawal,"[""li2025b""]",True,1.0,True,Water withdrawal,"[""li2025b""]",True,1.0,True
q159,How often does the Standing Committee of the One Hundred Year Study form a Study Panel?,5,['stone2022'],Quote,years,5,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",False,1.0,True,5,"[""stone2022""]",True,1.0,True,5,"[""stone2022""]",True,1.0,True,,[],False,0.0,True,5,"[""stone2022"", ""stone2022""]",True,1.0,True,5,"[""stone2022""]",True,1.0,True,5,"[""stone2022""]",True,1.0,True,5,"[""stone2022""]",True,1.0,True,5,"[""stone2022""]",True,1.0,True,5,"[""stone2022""]",True,1.0,True,5,"[""stone2022""]",True,1.0,True
q160,"What was the average number of connected devices per U.S. household reported in 2021 (smartphones, laptops, smart TVs, speakers, wearables, gaming consoles, etc)?",25,['wu2021b'],Quote,devices,25,"[""wu2021b""]",True,1.0,True,25,"[""wu2021b""]",True,1.0,True,25,"[""wu2021b""]",True,1.0,True,25,"[""wu2021b""]",True,1.0,True,,[],False,0.0,True,25,"[""wu2021b""]",True,1.0,True,25,"[""wu2021b""]",True,1.0,True,25,"[""wu2021b""]",True,1.0,True,25,"[""wu2021b""]",True,1.0,True,25,"[""wu2021b""]",True,1.0,True,25,"[""wu2021b""]",True,1.0,True,25,"[""wu2021b""]",True,1.0,True
q161,"Based on publicly available data, what is the range of energy consumption, in MWh, to pre-train a large language model (LLM)?","[0.8,3500]",['luccioni2025c'],Quote and Table 1,MWh,0.8 to 3500,"[""luccioni2025c""]",True,1.0,True,is_blank,"[""luccioni2025c""]",False,1.0,True,"0.8-3,500","[""luccioni2025c""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,0.8 to 3500,"[""luccioni2025c"", ""dodge2022""]",True,0.5,True,0.8 to 3500,"[""luccioni2025c""]",True,1.0,True,0.8 to 3500,"[""luccioni2025c""]",True,1.0,True,"0.8 to 3,500","[""luccioni2025c""]",False,1.0,True,is_blank,"[""luccioni2025c""]",False,1.0,True,0.8 to 3500,"[""luccioni2025c""]",True,1.0,True,0.8 to 3500,"[""luccioni2025c""]",True,1.0,True
q162,True or False: IBM's Watson program did NOT beat human contenders in the Jeopardy challenge.,0,['stone2022'],Quote,is_blank,0,"[""stone2022""]",True,1.0,True,1,"[""stone2022""]",False,1.0,True,0,"[""stone2022""]",True,1.0,True,Watson won,"[""stone2022""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,0,"[""stone2022""]",True,1.0,True,,[],False,0.0,True
q163,One study estimates that how many queries to the GPT-3 model consume approximately half a liter of water?,"[10,50]",['luccioni2025a'],Quote,queries,10-50,"[""luccioni2025a""]",True,1.0,True,0.5,"[""luccioni2025a""]",False,1.0,True,10-50,"[""luccioni2025a""]",True,1.0,True,is_blank,"[""luccioni2025a"", ""li2025b""]",False,0.5,True,,[],False,0.0,True,0.5,"[""luccioni2025a""]",False,1.0,True,10,"[""luccioni2025a""]",True,1.0,True,10–50,"[""luccioni2025a""]",True,1.0,True,10–50,"[""luccioni2025a""]",True,1.0,True,0.5,"[""luccioni2025a""]",False,1.0,True,10-50,"[""luccioni2025a""]",True,1.0,True,10-50,"[""luccioni2025a""]",True,1.0,True
q165,"After model alignment, what MT-Bench score did the JetMoE-8B-Chat model achieve, surpassing the Llama-2-13b-Chat model?",6.681,['shen2024'],"Table 4, Quote",score,6.681,"[""shen2024""]",True,1.0,True,is_blank,"[""shen2024""]",False,1.0,True,6.681,"[""shen2024""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,1,"[""shen2024""]",False,1.0,True,6.681,"[""shen2024""]",True,1.0,True,6.681,"[""shen2024""]",True,1.0,True,6.681,"[""shen2024""]",True,1.0,True,6.681,"[""shen2024""]",True,1.0,True,6.681,"[""shen2024""]",True,1.0,True,6.681,"[""shen2024""]",True,1.0,True
q167,How many medium-length GPT-3 completions (prompt= 800 words; response 150-300 words) could be produced with the water required to fill a single 500 mL bottle?,"[10,50]",['li2025b'],Quote,responses,10 - 50,"[""li2025b""]",True,1.0,True,0.2,"[""li2025b""]",False,1.0,True,Between 10 and 50,"[""li2025b""]",False,1.0,True,is_blank,"[""li2025b""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""li2025b""]",False,1.0,True,10 to 50,"[""li2025b""]",True,1.0,True,between 10 and 50,"[""li2025b""]",False,1.0,True,100,"[""li2025b""]",False,1.0,True,10 - 50,"[""li2025b""]",True,1.0,True,10-50,"[""li2025b""]",True,1.0,True
q168,The 2024 Griggs et al. paper reports that Mélange can reduce deployment costs by up to what percentage in conversational chat settings?,77,['griggs2024'],Quote,percent,77,"[""griggs2024""]",True,1.0,True,77,"[""griggs2024""]",True,1.0,True,77,"[""griggs2024""]",True,1.0,True,77,"[""griggs2024""]",True,1.0,True,,[],False,0.0,True,77,"[""griggs2024""]",True,1.0,True,77,"[""griggs2024""]",True,1.0,True,77,"[""griggs2024""]",True,1.0,True,77,"[""griggs2024""]",True,1.0,True,77,"[""griggs2024""]",True,1.0,True,77,"[""griggs2024""]",True,1.0,True,77,"[""[ref_id=griggs2024]""]",True,0.0,True
q169,What is the bare minimum number ofA100 80GB GPUs required to run LLaMA-65B inference without compression or quantization?,4,['samsi2024'],Table II shows that the 65B model requires 4 NVIDIA A100 GPUs (80GB each) as the minimum hardware to run inference,A100_80GB_GPUs,4,"[""samsi2024""]",True,1.0,True,4,"[""samsi2024""]",True,1.0,True,4,"[""samsi2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,8,"[""samsi2024"", ""rubei2025""]",False,0.5,True,4,"[""samsi2024""]",True,1.0,True,4,"[""samsi2024"", ""rubei2025""]",True,0.5,True,4,"[""samsi2024""]",True,1.0,True,8,"[""samsi2024""]",False,1.0,True,4,"[""samsi2024""]",True,1.0,True,4,"[""samsi2024"", ""rubei2025""]",True,0.5,True
q171,Training an AI model of the Llama-3.1 scale can produce air pollutants equivalent to how many round trips by car between Los Angeles and New York City?,10000,['han2024'],Quote,round trips,"more than 10,000","[""han2024"", ""luccioni2025c""]",True,0.5,True,is_blank,"[""han2024""]",False,1.0,True,"10,000","[""han2024""]",True,1.0,True,is_blank,"[""han2024""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,10000,"[""han2024""]",True,1.0,True,"more than 10,000","[""han2024"", ""luccioni2025c""]",True,0.5,True,"more than 10,000","[""han2024"", ""luccioni2025c""]",True,0.5,True,is_blank,"[""han2024""]",False,1.0,True,"more than 10,000","[""han2024"", ""luccioni2025c""]",True,0.5,True,10000,"[""han2024"", ""luccioni2025c""]",True,0.5,True
q172,What percentage of the machine learning (ML) workload is estimated to be inference processing by NVIDIA in 2019?,"[80,90]",['patterson2021'],Quote,percent,80-90,"[""patterson2021""]",True,1.0,True,80-90,"[""patterson2021"", ""bar19"", ""40""]",True,0.3333333333333333,True,80-90%,"[""patterson2021"", ""luccioni2024""]",False,0.5,True,80-90,"[""patterson2021""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,85,"[""patterson2021""]",True,1.0,True,80–90%,"[""patterson2021""]",False,1.0,True,80–90,"[""patterson2021""]",True,1.0,True,80-90,"[""patterson2021""]",True,1.0,True,80-90,"[""patterson2021""]",True,1.0,True,80-90,"[""patterson2021"", ""luccioni2024""]",True,0.5,True
q173,"Throughout the entire 'Power Hungry Processing' (2024) study, what was the total amount of CO2 equivalent emissions generated?",178.97,['luccioni2024'],Quote,kg CO2eq,178.97,"[""luccioni2024""]",True,1.0,True,is_blank,"[""luccioni2024""]",False,1.0,True,178.97,"[""luccioni2024""]",True,1.0,True,is_blank,"[""luccioni2024""]",False,1.0,True,,[],False,0.0,True,178.97,"[""luccioni2024"", ""patterson2021"", ""luccioni2024""]",True,0.5,True,178.97,"[""luccioni2024""]",True,1.0,True,178.97,"[""luccioni2024""]",True,1.0,True,178.97,"[""luccioni2024""]",True,1.0,True,178.97,"[""luccioni2024""]",True,1.0,True,178.97,"[""luccioni2024""]",True,1.0,True,178.97,"[""luccioni2024""]",True,1.0,True
q174,True or False: Estimating GPU energy consumption based on its Thermal Design Power (TDP) is a reliable and accurate method.,0,['chung2025'],Quote,is_blank,0,"[""chung2025""]",True,1.0,True,0,"[""chung2025""]",True,1.0,True,0,"[""chung2025""]",True,1.0,True,0,"[""chung2025""]",True,1.0,True,,[],False,0.0,True,is_blank,"[""chung2025"", ""cottier2024"", ""luccioni2023"", ""ebert2024""]",False,0.25,True,0,"[""chung2025""]",True,1.0,True,0,"[""chung2025""]",True,1.0,True,0,"[""chung2025""]",True,1.0,True,0,"[""chung2025""]",True,1.0,True,0,"[""chung2025""]",True,1.0,True,0,"[""chung2025""]",True,1.0,True
q175,True or False: GPT-4o mini consumes less energy per query than the larger GPT-4o.,0,['jegham2025'],Quote,is_blank,0,"[""jegham2025""]",True,1.0,True,1,"[""jegham2025""]",False,1.0,True,0,"[""jegham2025""]",True,1.0,True,1,"[""jegham2025""]",False,1.0,True,,[],False,0.0,True,3.098,"[""jegham2025"", ""jegham2025"", ""jegham2025"", ""jegham2025"", ""jegham2025"", ""jegham2025""]",False,1.0,True,0,"[""jegham2025""]",True,1.0,True,0,"[""jegham2025""]",True,1.0,True,0,"[""jegham2025""]",True,1.0,True,0,"[""jegham2025""]",True,1.0,True,0,"[""jegham2025""]",True,1.0,True,0,"[""jegham2025""]",True,1.0,True
q176,"What is the ground truth throughput, in queries/sec, of a dense Mixtral-CS-A100-40GB when the batch size is 1?",4,['xia2024'],Figure,queries/sec,0.5,"[""xia2024""]",False,1.0,True,is_blank,"[""xia2024""]",False,1.0,True,0.3,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,0.5,"[""xia2024""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,0.3,"[""xia2024""]",False,1.0,True,0.5,"[""xia2024""]",False,1.0,True,0.5,"[""xia2024""]",False,1.0,True
q177,"True or False: A 2025 paper's analysis shows that after the peak in 2022, the trend of AI developers directly disclosing environmental information for notable models continued to increase.",0,['luccioni2025c'],Quote,is_blank,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,1,"[""luccioni2025c""]",False,1.0,True,0,"[""luccioni2025c""]",True,1.0,True,0,"[""luccioni2025c""]",True,1.0,True
q178,"In the Griggs et al. (2024) evaluation of four GPU types, what was the normalized on-demand hourly price for an H100 GPU?",7.52,['griggs2024'],Table 1 and Quote,USD per hour,7.5164,"[""griggs2024""]",True,1.0,True,7.516,"[""griggs2024""]",True,1.0,True,7.5164,"[""griggs2024""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,is_blank,"[""griggs2024""]",False,1.0,True,7.5164,"[""griggs2024""]",True,1.0,True,7.5164,"[""griggs2024""]",True,1.0,True,7.5164,"[""griggs2024""]",True,1.0,True,7.516,"[""griggs2024""]",True,1.0,True,7.5164,"[""griggs2024""]",True,1.0,True,7.516,"[""griggs2024""]",True,1.0,True
q179,How many liters of water were used for cooling during OpenAI's GPT-4 training run?,is_blank,is_blank,is_blank,liters of water,5000000,"[""jegham2025""]",True,0.0,False,is_blank,"[""li2025b""]",True,0.0,True,is_blank,"[""li2025b""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,,[],True,0.0,False,is_blank,"[""li2025b"", ""jegham2025"", ""cottier2024"", ""patterson2021"", ""li2025b""]",True,0.0,True,5000000,"[""jegham2025""]",True,0.0,False,Unable to answer with confidence based on the provided documents.,"[""jegham2025""]",True,0.0,True,is_blank,"[""is_blank""]",True,1.0,True,700,"[""li2025b""]",True,0.0,False,is_blank,"[""jegham2025""]",True,0.0,True,4731000,"[""li2025b"", ""jegham2025""]",True,0.0,False
q180,"Recent reports describe the monthly on-demand rental cost of serving Llama-2-70B at BF16 precision using 2 NVIDIA A100 GPUs. Based on this information, estimate how much it costs per hour to run the model (assuming 30 days/month).",3.61,['griggs2024'],"$5200/(30*24)/2
- Divide monthly cost by total hours, then divide by total GPUs used",USD per hour,7.22,"[""griggs2024""]",False,1.0,True,is_blank,"[""griggs2024""]",False,1.0,True,17.33,"[""griggs2024""]",False,1.0,True,370.37,"[""griggs2024""]",False,1.0,True,,[],False,0.0,True,15.64,"[""griggs2024""]",False,1.0,True,7.22,"[""griggs2024""]",False,1.0,True,7.22,"[""griggs2024""]",False,1.0,True,1.85,"[""griggs2024""]",False,1.0,True,520,"[""griggs2024""]",False,1.0,True,7.22,"[""griggs2024""]",False,1.0,True,7.08,"[""griggs2024""]",False,1.0,True
q181,"To achieve a BLEU score increase from 5 to 40 for a GPT-3-based language translation task, how much larger must the model be?",1000,['wu2021a'],"Figure, Quote",multiplier,1000,"[""wu2021a""]",True,1.0,True,1000,"[""wu2021a""]",True,1.0,True,1000,"[""wu2021a""]",True,1.0,True,1000,"[""wu2021a""]",True,1.0,True,,[],False,0.0,True,"1,000","[""wu2021a"", ""patterson2021""]",True,0.5,True,1000,"[""wu2021a""]",True,1.0,True,1000,"[""wu2021a""]",True,1.0,True,1000,"[""wu2021a""]",True,1.0,True,1000,"[""wu2021a""]",True,1.0,True,1000,"[""wu2021a""]",True,1.0,True,1000,"[""wu2021a"", ""wu2021a""]",True,1.0,True
q182,"Fetch the amount of CO2 emitted (in lbs) for the training and neural architecture search for a Transformer model. Using that and the emissions-to-driving-distance ratio from a recent study, what is the approximate driving distance in miles that's equivalent to the carbon emissions from training a Transformer model with neural architecture search?",730000,"['strubell2019', 'luccioni2024']","First, convert emissions from lbs to grams: 626,155 lbs * 453.592 g/lb ≈ 284,018,490 g. Then, use the ratio from luccioni2024 (1594 g / 4.1 miles ≈ 388.8 g/mile) to find the equivalent miles. Calculation: 284,018,490 g / 388.8 g/mile ≈ 730,500 miles.",miles,is_blank,"[""is_blank"", ""luccioni2023""]",False,0.0,True,is_blank,"[""dodge2022"", ""strubell2019""]",False,0.3333333333333333,True,is_blank,"[""dodge2022"", ""luccioni2023"", ""strubell2019""]",False,0.25,True,is_blank,"[""luccioni2023""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,500000,"[""strubell2019"", ""luccioni2023"", ""dodge2022""]",False,0.25,True,is_blank,"[""is_blank""]",False,0.0,True,626155,"[""dodge2022""]",False,0.0,True,is_blank,"[""luccioni2023""]",False,0.0,True,626155,"[""strubell2019"", ""luccioni2023""]",False,0.3333333333333333,True
q183,"The BLOOMz-7B model was downloaded 606,096 times as of Nov 2023. Based on the inference energy reported for this model, estimate the total energy in MWh that would be consumed if every download resulted in 1 million inferences.",60610,['luccioni2024'],"Calculation: 606,096 downloads * 1,000,000 inferences/download * 1.0e-4 kWh/inference = 60,609,600 kWh, which is ~60,610 MWh.",MWh,60609.6,"[""luccioni2024""]",True,1.0,True,10,"[""luccioni2024""]",False,1.0,True,60.6096,"[""luccioni2024""]",False,1.0,True,is_blank,"[""luccioni2024""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,606.096,"[""luccioni2024""]",False,1.0,True,60609.6,"[""luccioni2024""]",True,1.0,True,60609.6,"[""luccioni2024""]",True,1.0,True,1438,"[""luccioni2024""]",False,1.0,True,60609.6,"[""luccioni2024""]",True,1.0,True,6.06096,"[""luccioni2024""]",False,1.0,True
q184,How many H100 GPU hours were consumed during the pre-training of the JetMoE-8B model?,30000,['shen2024'],Quote,H100 GPU hours,30000,"[""shen2024""]",True,1.0,True,30000,"[""shen2024""]",True,1.0,True,30000,"[""shen2024""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,"30,000","[""shen2024""]",True,1.0,True,30000,"[""shen2024""]",True,1.0,True,30000,"[""shen2024"", ""shen2024"", ""shen2024""]",True,1.0,True,"30,000","[""shen2024""]",True,1.0,True,30000,"[""shen2024""]",True,1.0,True,30000,"[""shen2024""]",True,1.0,True,30000,"[""shen2024""]",True,1.0,True
q185,"Based on the trend of growing development costs, the largest training runs will exceed what cost by the year 2027?",1000000000,['cottier2024'],Quote,USD,1000000000,"[""cottier2024""]",True,1.0,True,1,"[""cottier2024""]",False,1.0,True,1000000001,"[""cottier2024""]",True,1.0,True,is_blank,"[""cottier2024""]",False,1.0,True,,[],False,0.0,True,,[],False,0.0,True,1000000000,"[""cottier2024""]",True,1.0,True,1000000000,"[""cottier2024""]",True,1.0,True,1000000000,"[""cottier2024""]",True,1.0,True,1,"[""cottier2024""]",False,1.0,True,1000000000,"[""cottier2024""]",True,1.0,True,1000000000,"[""cottier2024""]",True,1.0,True
q186,"What was the total number of floating point operations to train GPT-3, as published by OpenAI?",3.14E+23,['patterson2021'],Quote,FLOPS,3.14E+23,"[""patterson2021""]",True,1.0,True,14.8,"[""patterson2021""]",False,1.0,True,3.14E+23,"[""patterson2021""]",True,1.0,True,3.14E+23,"[""patterson2021""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,3.14E+23,"[""patterson2021""]",True,1.0,True,3.14E+23,"[""patterson2021""]",True,1.0,True,3.14E+23,"[""patterson2021""]",True,1.0,True,3.14E+23,"[""patterson2021""]",True,1.0,True,3.14E+23,"[""patterson2021""]",True,1.0,True,3.14E+23,"[""patterson2021""]",True,1.0,True
q187,What is the bare minimum number of NVIDIA V100 32GB GPUs required to run LLaMA-65B inference without compression or quantization?,8,['samsi2024'],Table II shows that the 65B model requires 8 NVIDIA V100 GPUs (32GB each) as the minimum hardware to run inference,V100_32GB_GPUs,8,"[""rubei2025"", ""samsi2024""]",True,0.5,True,is_blank,"[""samsi2024""]",False,1.0,True,8,"[""samsi2024"", ""rubei2025""]",True,0.5,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,8,"[""samsi2024"", ""rubei2025""]",True,0.5,True,8,"[""samsi2024""]",True,1.0,True,8,"[""samsi2024"", ""rubei2025""]",True,0.5,True,8,"[""samsi2024"", ""rubei2025""]",True,0.5,True,8,"[""samsi2024""]",True,1.0,True,8,"[""samsi2024"", ""rubei2025""]",True,0.5,True,8,"[""samsi2024"", ""rubei2025""]",True,0.5,True
q188,"Using the throughput data for the final 101B training stage, estimate the total computational work performed during this stage in zettaFLOPs.",17.9,['li2025a'],"Total throughput = 192 GPUs * 165e12 FLOPs/sec/GPU= 3.168e16 FLOPs/sec. Total seconds = 6.54 days * 24 * 3600= 565,056 seconds. Total FLOPs = 3.168e16 * 565,056= 1.789e22 FLOPs, which is ~17.9 zettaFLOPs.",zettaFLOPs,28.22,"[""li2025a""]",False,1.0,True,is_blank,"[""li2025a""]",False,1.0,True,is_blank,"[""li2025a""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,is_blank,"[""li2025a, li2025a, li2025a""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,28.22,"[""li2025a""]",False,1.0,True,17.5,"[""li2025a""]",False,1.0,True,41.47,"[""li2025a""]",False,1.0,True,28.22,"[""li2025a""]",False,1.0,True,87744000000000000000,"[""li2025a""]",False,1.0,True
q189,What is the top-1 accuracy on ImageNet associated with AlexNet 2012?,56.4,['schwartz2019'],Figure,percent,57.1,"[""schwartz2019""]",False,1.0,True,is_blank,"[""wu2021a""]",False,0.0,True,is_blank,"[""wu2021a""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,69.3,"[""wu2021a""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,Unable to answer with confidence based on the provided documents.,"[""schwartz2019""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,69.3,"[""wu2021a""]",False,0.0,True,57.1,"[""schwartz2019""]",False,1.0,True,69.3,"[""wu2021a""]",False,0.0,True
q190,"How many total A800 GPUs, distributed across 24 servers, were used for training the FLM-101B model?",192,['li2025a'],Quote and Table 2,GPUs,192,"[""li2025a""]",True,1.0,True,192,"[""li2025a""]",True,1.0,True,is_blank,"[""li2025a""]",False,1.0,True,192,"[""li2025a""]",True,1.0,True,,[],False,0.0,True,24,"[""li2025a""]",False,1.0,True,192,"[""li2025a""]",True,1.0,True,192,"[""li2025a""]",True,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,24,"[""li2025a""]",False,1.0,True,192,"[""li2025a""]",True,1.0,True,192,"[""li2025a""]",True,1.0,True
q191,"What are the estimated CO2 emissions from performing neural architecture search (NAS) to train a Transformer-based model for machine translation, and how many average American lifetimes is this equivalent to?",17.31,['strubell2019'],Table,lifetimes,5,"[""dodge2022"", ""luccioni2023"", ""patterson2021"", ""strubell2019""]",False,0.25,True,626155,"[""dodge2022"", ""strubell2019""]",False,0.5,True,17.5,"[""strubell2019""]",False,1.0,True,is_blank,"[""patterson2021""]",False,0.0,True,,[],False,0.0,True,"626,155","[""dodge2022"", ""luccioni2023"", ""patterson2021"", ""strubell2019""]",False,0.25,True,626155,"[""strubell2019"", ""luccioni2023""]",False,0.5,True,626155,"[""luccioni2023"", ""strubell2019"", ""dodge2022""]",False,0.3333333333333333,True,17.3,"[""strubell2019"", ""luccioni2023""]",True,0.5,True,626155,"[""dodge2022""]",False,0.0,True,5,"[""dodge2022"", ""luccioni2023"", ""patterson2021"", ""strubell2019""]",False,0.25,True,5,"[""strubell2019"", ""patterson2021""]",False,0.5,True
q192,How many GPU hours were required to train FAIR's RoBERTa on 160GB of text?,25000,['schwartz2019'],Quote,hours,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,"25,000","[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,,[],False,0.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True,25000,"[""schwartz2019""]",True,1.0,True
q193,How many metric tons of CO2e do Amazon's on-site solar energy systems avoid compared to nonrenewable electricity sources?,47400,['amazon2023'],Quote,metric tons,47400,"[""amazon2023""]",True,1.0,True,47400,"[""amazon2023""]",True,1.0,True,47400,"[""amazon2023""]",True,1.0,True,,[],False,0.0,True,,[],False,0.0,True,"47,500","[""amazon2023"", ""amazon2023""]",False,1.0,True,47400,"[""amazon2023""]",True,1.0,True,47500,"[""amazon2023""]",False,1.0,True,47400,"[""amazon2023""]",True,1.0,True,17000000,"[""amazon2023""]",False,1.0,True,47400,"[""amazon2023""]",True,1.0,True,47400,"[""amazon2023"", ""amazon2023"", ""amazon2023""]",True,1.0,True
q194,What framework was used to deploy large language models across multiple GPUs and nodes?,vLLM,['zschache2025'],Quote,is_blank,vllm,"[""zschache2025""]",True,1.0,True,is_blank,"[""khan2025"", ""li2025a"", ""zschache2025"", ""shen2024"", ""fernandez2025"", ""ebert2024"", ""samsi2024""]",False,0.14285714285714285,True,1,"[""khan2025""]",False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,,[],False,0.0,True,,[],False,0.0,True,is_blank,"[""is_blank""]",False,0.0,True,vllm library,"[""zschache2025""]",False,1.0,True,is_blank,"[""is_blank""]",False,0.0,True,NVIDIA's GPU technology,"[""khan2025""]",False,0.0,True,vllm,"[""zschache2025""]",True,1.0,True,vllm,"[""zschache2025""]",True,1.0,True
